job_name,job_id,job_url,listing_type,company,location,search_rank
Chef de projets Data Scientist – H/F,b82b5b73cd99bcc7,https://www.indeed.fr/voir-emploi?jk=b82b5b73cd99bcc7,sponsoredJob,Micropole,Levallois-Perret (92),1
Data Scientist H/F,0545b4cb7f545ee6,https://www.indeed.fr/voir-emploi?jk=0545b4cb7f545ee6,sponsoredJob,BNP Paribas Personal Finance,Levallois-Perret (92),2
Développeur Big Data / Java - Startup Profiling - H/F,44fbadbcf1e3e185,https://www.indeed.fr/voir-emploi?jk=44fbadbcf1e3e185,sponsoredJob,Seyos,Paris 2e (75),3
Data Scientist H/F,2def668a89a3cf69,https://www.indeed.fr/voir-emploi?jk=2def668a89a3cf69,organicJob,BNP Paribas,Paris (75),4
Data Scientist (H/F),23bb9997f80d6ade,https://www.indeed.fr/voir-emploi?jk=23bb9997f80d6ade,organicJob,SCMSA,Paris 8e (75),5
Data Scientist,c0e0d79df980509b,https://www.indeed.fr/voir-emploi?jk=c0e0d79df980509b,organicJob,Dailymotion,Paris (75),6
Data Scientist,95e1c36247692413,https://www.indeed.fr/voir-emploi?jk=95e1c36247692413,organicJob,Invenis,Paris (75),7
Data Scientist,e59a70c886a108cf,https://www.indeed.fr/voir-emploi?jk=e59a70c886a108cf,organicJob,IKO SYSTEM,Paris (75),8
Data Scientist,efba8e6a3fceb170,https://www.indeed.fr/voir-emploi?jk=efba8e6a3fceb170,organicJob,Weave,Paris (75),9
Machine Learning Scientist - Paris,aae10ddef059b2e6,https://www.indeed.fr/voir-emploi?jk=aae10ddef059b2e6,organicJob,Skylads,Paris (75),10
Data scientist secteur Ferroviaire,51933214845a47c9,https://www.indeed.fr/voir-emploi?jk=51933214845a47c9,organicJob,MP DATA,Paris (75),11
Data Scientist H/F,608e7a508dfd4fb2,https://www.indeed.fr/voir-emploi?jk=608e7a508dfd4fb2,organicJob,Eurogiciel,Paris (75),12
Data scientist H/F,9e4d5499c23ae02f,https://www.indeed.fr/voir-emploi?jk=9e4d5499c23ae02f,organicJob,Crédit Agricole:IDF,Paris (75),13
Data Scientist,ac2b53c6c3c3f06f,https://www.indeed.fr/voir-emploi?jk=ac2b53c6c3c3f06f,sponsoredJob,ManaSoft,Évry (91),14
Data Scientist - Machine Learning - Relocation to Amsterdam,6eb327aadff2f487,https://www.indeed.fr/voir-emploi?jk=6eb327aadff2f487,sponsoredJob,Booking.com,Paris (75),15
Data Miner (H/F),414d794589032d7d,https://www.indeed.fr/voir-emploi?jk=414d794589032d7d,sponsoredJob,Olympp,Paris (75),16
Data Scientist,2c24b0c9dae9ba92,https://www.indeed.fr/voir-emploi?jk=2c24b0c9dae9ba92,sponsoredJob,Metro,Nanterre (92),17
Data scientist H/F,d31f0a85fd91ee98,https://www.indeed.fr/voir-emploi?jk=d31f0a85fd91ee98,organicJob,Crédit Agricole Caisses Régionales,Paris (75),18
DATA SCIENTIST JUNIOR H/F,823bfe996f5a5d0f,https://www.indeed.fr/voir-emploi?jk=823bfe996f5a5d0f,organicJob,Fidzup,Paris (75),19
Data Scientist (H/F),12ae96b8b580a73b,https://www.indeed.fr/voir-emploi?jk=12ae96b8b580a73b,organicJob,Novencia,Paris (75),20
Data Scientist H/F,635366bd3ed81505,https://www.indeed.fr/voir-emploi?jk=635366bd3ed81505,organicJob,Zenika,Paris (75),21
Ingénieur Data Scientist Electricité Electronique F/H,0aa6aa92d03c6029,https://www.indeed.fr/voir-emploi?jk=0aa6aa92d03c6029,organicJob,ALTER SOLUTIONS,Paris 1er (75),22
European Power Data Scientist Internship,8371a95d139ed70b,https://www.indeed.fr/voir-emploi?jk=8371a95d139ed70b,organicJob,EDF Trading,Paris (75),23
Data Scientist - Concepteur d'outils,6476d92789bc1ae6,https://www.indeed.fr/voir-emploi?jk=6476d92789bc1ae6,organicJob,Groupe Crédit Agricole,Montrouge (92),24
Consultant(e) Dataminer – Data scientist H/F,3df2567e907cbf60,https://www.indeed.fr/voir-emploi?jk=3df2567e907cbf60,organicJob,INEOX,Paris (75),25
Data Scientist (H/F),4981dd7153873e89,https://www.indeed.fr/voir-emploi?jk=4981dd7153873e89,organicJob,Vestiaire Collective,Paris (75),26
Data Scientist H/F,fb3aafaae9975522,https://www.indeed.fr/voir-emploi?jk=fb3aafaae9975522,organicJob,Groupe Crédit Agricole,Montrouge (92),27
Architecte Big Data,89fc8ff39a483520,https://www.indeed.fr/voir-emploi?jk=89fc8ff39a483520,sponsoredJob,Huxley Banking & Financial Services,Île-de-France,28
DATA SCIENTIST CONFIRME (H/F),4b564f11969aa9b8,https://www.indeed.fr/voir-emploi?jk=4b564f11969aa9b8,sponsoredJob,Alten,Île-de-France,29
H/F Chef de Projets Big Data/RTB,1a66ffbc23f1f6f6,https://www.indeed.fr/voir-emploi?jk=1a66ffbc23f1f6f6,sponsoredJob,,Paris (75),30
Front end software engineer UI & Data,5deb107ee07db2dd,https://www.indeed.fr/voir-emploi?jk=5deb107ee07db2dd,sponsoredJob,Smart AdServer,Paris 9e (75),31
Software Engineer,f78e5c4349fd719f,https://www.indeed.fr/voir-emploi?jk=f78e5c4349fd719f,sponsoredJob,General Electric,France,32
Consultant(e)s data scientist R et/ou Python (Projet BIG DAT...,9364e2dcfbad7976,https://www.indeed.fr/voir-emploi?jk=9364e2dcfbad7976,organicJob,ANAYA,Paris 1er (75),33
Data Scientist H/F,f153981934920895,https://www.indeed.fr/voir-emploi?jk=f153981934920895,organicJob,KairosFire,Paris 8e (75),34
"Data Scientist, Staff",4d7dc3aab13c9dc8,https://www.indeed.fr/voir-emploi?jk=4d7dc3aab13c9dc8,organicJob,TIBCO Software,Paris (75),35
Consultant Data Scientist Débutant H/F,29e8aa9cf6757eaa,https://www.indeed.fr/voir-emploi?jk=29e8aa9cf6757eaa,organicJob,EY,La Défense (92),36
